episode,timestep,episode_reward,episode_length,termination_reason
523,40184,114.39740803691713,74.0,collision
524,47,40192,-1.0495403210322063,0.4910100505997737,130.54671223958334,0.2,-0.052000000000000005,-1.8921351869776546
524,40307,-1.144807747586143,123.0,collision
525,48,40320,-0.9894373863935471,0.4646730273962021,130.66200892130533,0.2,0.9513827166473183,0.6356653625568183
525,40356,3.6446553102338317,49.0,collision
526,40371,4.039070376301632,15.0,collision
527,40418,21.110545180009403,47.0,collision
528,49,40448,-0.9859642560283343,0.4680518147846063,130.77730433146158,0.2,-0.074,24.890998268489717
528,40462,30.473187560980143,44.0,collision
529,40558,6.89615778768818,96.0,collision
530,50,40576,-0.9555007119973501,0.46615814541776973,130.8925984700521,0.2,0.5333273031903872,0.8563262005100187
530,40628,13.942699016201935,70.0,collision
531,40643,13.5746053091416,15.0,collision
532,40664,7.5020028451023055,21.0,collision
533,51,40704,-0.9676771461963654,0.4698994569480419,131.0078862508138,0.2,-0.05500000000000001,21.26778509947416
533,40780,47.974513842026596,116.0,collision
534,40807,17.765968631462343,27.0,collision
535,52,40832,-1.0402832279602687,0.4862243576596181,131.12317403157553,0.2,-0.052000000000000005,65.414888216253
535,40924,60.34575453282427,117.0,collision
536,53,40960,-0.9895846024155617,0.5082191228866577,131.23846054077148,0.2,1.2448790725564114,5.1079121081094625
536,54,41088,-1.0144180084268253,0.41927650198340416,131.35374704996744,0.2,-0.052000000000000005,12.135264134137952
536,41114,23.244453234616604,190.0,collision
537,41179,141.15507972983312,65.0,collision
538,41214,15.427499733515045,35.0,collision
539,55,41216,-1.126731514930725,0.49313783335189026,131.4690259297689,0.2,-0.052000000000000005,-0.10300000000000001
539,41298,0.12657235328347394,84.0,collision
540,41337,43.50267969562414,39.0,collision
541,56,41344,-0.9640585035085678,0.4636912979185581,131.58430544535318,0.2,1.0025561602362865,1.0020761966873142
541,41424,-4.94962552160196,87.0,collision
542,41460,21.906681152533046,36.0,collision
543,57,41472,-0.9674847200512886,0.4506204389035702,131.69958559672037,0.2,-0.062,-0.6779999999999999
543,41509,14.252274084351608,49.0,collision
544,58,41600,-0.975260021785895,0.4827595079938571,131.81486384073892,0.2,6.987145554221055,13.490288399831678
544,41619,38.88807995703686,110.0,collision
545,41641,8.635172029172173,22.0,collision
546,41689,-3.9735302210039807,48.0,collision
547,59,41728,-0.9847364897529284,0.4924849147597949,131.9301357269287,0.2,-5.0,5.218896130330089
547,41728,5.218896130330089,39.0,collision
548,41761,8.30082358363502,33.0,collision
549,41790,13.540888772901404,29.0,collision
550,60,41856,-0.9820782343546549,0.5108204036951065,132.04540570576987,0.2,-0.06,4.575946247723209
550,41862,-0.4457891698246321,72.0,collision
551,41889,33.39121651812182,27.0,collision
552,41908,90.05174966721445,19.0,collision
553,41946,0.12073184907533374,38.0,collision
554,41961,-5.25148180104091,15.0,collision
555,61,41984,-1.0891512135664623,0.5076797008514404,132.1606763203939,0.2,0.04220737502064976,-0.8789187108164646
555,42047,-3.1612987527651053,86.0,collision
556,42063,11.645113834208985,16.0,collision
557,62,42112,-1.0010984813173611,0.479873896886905,132.27594566345215,0.2,-0.053000000000000005,2.5353464312721643
557,42147,2.906176612687112,84.0,collision
558,42184,5.327458265822704,37.0,collision
559,63,42240,-0.9997574612498283,0.46234997858603794,132.3912181854248,0.2,5.6806774042668895,17.5987491040243
559,42359,80.70018164088253,175.0,collision
560,64,42368,-0.9785254349311193,0.5374424606561661,132.5064811706543,0.2,1.674776291387647,9.677645458916246
560,42373,13.94485777149185,14.0,collision
561,42402,11.742058976961054,29.0,collision
562,42444,10.804820749329023,42.0,collision
563,42460,10.176552018855027,16.0,collision
564,65,42496,-0.9953190609812737,0.4977353848516941,132.62174288431802,0.2,-0.065,0.4481892832423457
564,42528,2.262013578772361,68.0,collision
565,42560,12.73495366558458,32.0,collision
566,42609,8.09721874731249,49.0,collision
567,66,42624,-0.9991582011183103,0.4692247162262599,132.73700396219888,0.2,7.433626514759508,10.003770321823657
567,42694,30.35060408843421,85.0,collision
568,42713,3.825851636180058,19.0,collision
569,67,42752,-1.00587847083807,0.45678788299361867,132.85226504007974,0.2,-0.061,10.801015128560323
569,42813,0.6556522697989999,100.0,collision
570,42851,9.878474470456403,38.0,collision
571,68,42880,-1.0033746014038722,0.45656046147147816,132.967529296875,0.2,-0.053000000000000005,0.3214772471103374
571,42950,-2.049978117583552,99.0,collision
572,69,43008,-1.0186960622668266,0.5021716095507145,133.08278719584146,0.2,0.3598024765414031,-1.491205238836568
572,43016,7.090507438468752,66.0,collision
573,43048,5.535434584958292,32.0,collision
574,43067,6.941647172570997,19.0,collision
575,70,43136,-0.9847027187546095,0.5073170860608419,133.19804191589355,0.2,-0.052000000000000005,9.718192774511952
575,43195,14.954518619047157,128.0,collision
576,43232,27.948428474416225,37.0,collision
577,71,43264,-1.0027441283067067,0.4901328918834527,133.31329663594565,0.2,-0.05700000000000001,-0.891389612539909
577,43281,8.176137431052164,49.0,collision
578,43351,19.41763931358609,70.0,collision
579,43372,49.00705882352941,21.0,collision
580,72,43392,-1.0778503865003586,0.4799617218474547,133.42854944864908,0.2,-0.053000000000000005,0.5091345100781304
580,43455,4.539620642032244,83.0,collision
581,73,43520,-1.0062990859150887,0.49712975571552914,133.54380162556967,0.2,1.3560258435197803,13.973892863307551
581,43552,38.4619589653813,97.0,collision
582,43613,97.72098550340837,61.0,collision
583,74,43648,-1.0022488161921501,0.46132582301894826,133.6590518951416,0.2,-0.057999999999999996,-0.4277186854215978
583,75,43776,-1.053093209862709,0.4510735385119915,133.77430407206217,0.2,-0.052000000000000005,-7.361879372762397
583,43778,-12.414879372762396,165.0,collision
584,43809,43.53440074630981,31.0,collision
585,76,43904,-1.0015659853816032,0.49362707138061523,133.88955052693686,0.2,0.5685272825789733,3.8245124824703556
585,44010,12.533517270923209,201.0,collision
586,77,44032,-1.00355430940787,0.49276235699653625,134.0048039754232,0.2,-0.059,-0.22288746073784904
586,44066,-0.8156399687937412,56.0,collision
587,44079,5.482356594008488,13.0,collision
588,78,44160,-0.9956279372175535,0.496747891108195,134.12004725138345,0.2,-0.10300000000000001,-3.320892097941011
588,44180,-7.353339077674972,101.0,collision
589,44196,1.9324470261743292,16.0,collision
590,44218,13.456956778419372,22.0,collision
591,44270,20.073890205370258,52.0,collision
592,79,44288,-1.0218315596381824,0.45849621420105297,134.23529179890951,0.2,-0.053000000000000005,1.7468472580355388
592,44314,3.1966669072638982,44.0,collision
593,44357,5.922775703737177,43.0,collision
594,44405,12.823523817496337,48.0,collision
595,80,44416,-1.0619352385401726,0.5204257760196924,134.35053952534994,0.2,1.543396989453041,56.833219964275784
595,44420,62.86263172898167,15.0,collision
596,44434,46.52129064705133,14.0,collision
597,44535,-0.38150310496491,101.0,collision
598,81,44544,-1.0565969745318096,0.47578616129855317,134.46578216552734,0.2,-0.051000000000000004,6.930870069057973
598,44549,6.446661647507158,14.0,collision
599,44615,9.665865537917215,66.0,collision
600,82,44672,-1.0188354328274727,0.5060369571050009,134.5810228983561,0.2,-0.051000000000000004,9.907965056632444
600,44687,4.0889650566324445,72.0,collision
601,44717,-3.399816560373873,30.0,collision
602,44783,-4.478392495361871,66.0,collision
603,83,44800,-1.0150538384914398,0.5067306024332842,134.69626172383627,0.2,-0.052000000000000005,-0.8709629269660221
603,44914,-4.312723543568461,131.0,collision
604,84,44928,-1.0262128512064617,0.4841176339735587,134.81150182088217,0.2,0.5575523422750382,0.3724859716398377
604,44952,16.22475135206552,38.0,collision
605,45005,12.989782055065874,53.0,collision
606,85,45056,-1.0143832340836525,0.4769301389654477,134.92674001057944,0.2,-0.052000000000000005,15.730316512251306
606,45069,14.997095194355218,64.0,collision
607,45101,1.831388710016026,32.0,collision
608,45176,127.89464972418858,75.0,collision
609,86,45184,-0.9967981576919556,0.45345656511684257,135.04198137919107,0.2,0.5667609288249018,0.4216868464449483
609,45199,10.96306161899048,23.0,collision
610,45217,15.581024114707091,18.0,collision
611,45304,15.146614319403536,87.0,collision
612,87,45312,-1.0055601994196575,0.4874442033469677,135.1572176615397,0.2,-0.057999999999999996,-0.436
612,45370,-1.6464176969629776,66.0,collision
613,45421,-3.675061672701476,51.0,collision
614,88,45440,-1.0482821762561798,0.4886775128543377,135.27245330810547,0.2,5.6447692240919976,37.59570700592894
614,45444,38.13747623002094,23.0,collision
615,45542,26.62875519200787,98.0,collision
616,89,45568,-1.0315577586491902,0.4525284717480342,135.38768768310547,0.2,-0.054000000000000006,6.488631333632744
616,45591,0.8723479433827697,49.0,collision
617,45652,93.84734269486947,61.0,collision
618,45685,10.650053494772997,33.0,collision
619,90,45696,-1.0238424837589264,0.5089955156048139,135.5029239654541,0.2,-0.051000000000000004,-0.46804360124422556
619,45716,11.973677423324435,31.0,collision
620,45787,28.431501420818847,71.0,collision
621,45805,-2.0662340669157486,18.0,collision
622,91,45824,-1.0329055488109589,0.43192581335703534,135.61815706888834,0.2,-0.06899999999999999,-1.14
622,45841,6.3047090001182085,36.0,collision
623,45863,12.694230262798513,22.0,collision
624,45915,36.34079163315891,52.0,collision
625,45929,91.5296179644482,14.0,collision
626,92,45952,-1.1098243966698647,0.4888651209572951,135.7333901723226,0.2,0.2495947623912427,23.074750165242545
626,45962,22.381553634857397,33.0,collision
627,46059,6.659866824462821,97.0,collision
628,93,46080,-1.0415615364909172,0.4474618323147297,135.84862073262533,0.2,5.686252547153947,13.72014502321856
628,46092,51.22268143625176,33.0,collision
629,46133,133.34287692841232,41.0,collision
630,46198,7.899671697576126,65.0,collision
631,94,46208,-1.1460675050814946,0.4804638201991717,135.96385510762533,0.2,-0.06,-0.5549999999999999
631,46301,-0.07638039631114513,103.0,collision
632,46320,14.847834744900712,19.0,collision
633,95,46336,-1.0130832542975743,0.4270489526291688,136.07908503214517,0.2,-0.051000000000000004,10.08879799725405
633,46338,5.03679799725405,18.0,collision
634,46447,15.667239882879358,109.0,collision
635,96,46464,-1.0410578002532322,0.4727291166782379,136.19431432088217,0.2,-0.067,-1.003
635,46482,-4.4568347764735154,35.0,collision
636,46572,15.625355683292707,90.0,collision
637,97,46592,-1.0209789102276166,0.4988214249412219,136.30954551696777,0.2,-0.051000000000000004,14.040359223245774
637,46696,43.9615436908921,124.0,collision
638,98,46720,-1.0256610587239265,0.4648989401757717,136.4247728983561,0.2,-0.059,-0.6144598490594428
638,99,46848,-1.0721719215313594,0.48701521568000317,136.54000282287598,0.2,-0.064,13.231199524712684
638,46898,21.5628508619321,202.0,collision
639,46946,21.98982328032219,48.0,collision
640,100,46976,-1.0339817429582279,0.45308266828457516,136.65522956848145,0.2,-5.0,22.418164275663464
640,46976,22.418164275663464,30.0,collision
641,47032,49.55316592577795,56.0,collision
642,47053,4.557152331453834,21.0,collision
643,47085,18.906934437799233,32.0,collision
644,101,47104,-1.089684287707011,0.47895317400495213,136.77045186360678,0.2,-0.052000000000000005,1.7921932874822601
644,102,47232,-1.0675489082932472,0.4680226892232895,136.88567606608072,0.2,-0.064,15.636894882166981
644,47270,28.922979025229075,185.0,collision
645,103,47360,-1.1838204463322957,0.48759500635787845,137.00090217590332,0.2,-0.08800000000000001,132.3234835068088
645,47362,127.2344835068088,92.0,collision
646,47377,25.98554187276022,15.0,collision
647,47396,4.218726442505195,19.0,collision
648,47472,-0.7466932928815835,76.0,collision
649,104,47488,-1.016206905245781,0.4905883992711703,137.11612764994302,0.2,0.929120880347009,1.02760189688053
649,47494,1.0881001246630797,22.0,collision
650,47572,36.47300681571458,78.0,collision
651,105,47616,-1.114001527428627,0.488125741481781,137.231351852417,0.2,-0.062,89.51137669922447
651,47634,85.71857275562377,62.0,collision
652,47731,-0.4952971733294911,97.0,collision
653,106,47744,-1.0442435443401337,0.48815446595350903,137.3465773264567,0.2,-0.063,-0.7409999999999999
653,47789,17.795695265686717,58.0,collision
654,47841,-2.46195739908584,52.0,collision
655,107,47872,-1.0510834505160649,0.5038683588306109,137.4617977142334,0.2,0.5310273199286907,34.02948159869125
655,47881,34.87294698474293,40.0,collision
656,47915,14.552862638226241,34.0,collision
657,47948,33.54824952707418,33.0,collision
658,47979,6.206095248476013,31.0,collision
659,108,48000,-1.0386966069539387,0.5264852307736874,137.5770174662272,0.2,-0.05700000000000001,1.052460145994692
659,48006,-2.3432916483200956,27.0,collision
660,48043,9.740656917687367,37.0,collision
661,109,48128,-1.0376589894294739,0.44649139419198036,137.6922403971354,0.2,-0.051000000000000004,18.054690623749572
661,48137,20.85810402922742,94.0,collision
662,48157,77.68846389400696,20.0,collision
663,48200,15.455977712175127,43.0,collision
664,48243,3.7856562239063667,43.0,collision
665,110,48256,-1.134529933333397,0.49436787764231366,137.8074607849121,0.2,-0.063,-0.7409999999999999
665,48277,10.652507003515412,34.0,collision
666,48308,-1.2412384838501485,31.0,collision
667,111,48384,-1.053293339908123,0.4833071132500966,137.92267862955728,0.2,-0.05600000000000001,72.05797806025433
667,48460,97.43284699710374,152.0,collision
668,112,48512,-1.0283789411187172,0.4978007450699806,138.03789965311685,0.2,-0.054000000000000006,-1.9659903489861308
668,113,48640,-1.071955901881059,0.5122453371683756,138.1531194051107,0.2,-0.07800000000000001,9.440276972452827
668,48673,24.529160433450574,213.0,collision
669,48716,-2.6034096924671903,43.0,collision
670,48760,14.407513424653352,44.0,collision
671,114,48768,-1.0533191114664078,0.4836338671545188,138.26833788553873,0.2,1.455125374372882,1.4122840916565789
671,48775,1.0363119057239976,15.0,collision
672,48800,14.201660486422156,25.0,collision
673,48836,1.684417599273213,36.0,collision
674,48876,34.417891657834964,40.0,collision
675,115,48896,-1.0576485296090443,0.4645363415280978,138.38355763753256,0.2,-0.053000000000000005,3.489329899658269
675,48926,27.773042643325596,50.0,collision
676,116,49024,-1.0641315976778667,0.48046474655469257,138.49877421061197,0.2,-0.05500000000000001,14.607686431265638
676,49102,43.42633985753129,176.0,collision
677,117,49152,-1.0644002680977185,0.47011466324329376,138.6139939626058,0.2,-0.08900000000000001,-0.845136232124486
677,49173,6.2871646101336776,71.0,collision
678,49258,9.405357747025718,85.0,collision
679,118,49280,-1.0220829844474792,0.5047116714219252,138.72921244303384,0.2,-0.051000000000000004,12.69207238047042
679,49282,7.64007238047042,24.0,collision
680,49302,72.74308782515034,20.0,collision
681,49363,16.05375626876286,61.0,collision
682,49392,1.886025331121295,29.0,collision
683,119,49408,-1.1601001570622127,0.478320083891352,138.84442901611328,0.2,-0.066,-0.9359999999999999
683,49416,-5.049107327866012,24.0,collision
684,49489,19.837327031257306,73.0,collision
685,49529,18.204261115851153,40.0,collision
686,120,49536,-1.0544720863302548,0.4790679949025313,138.95964431762695,0.2,-0.05700000000000001,-0.378
686,49566,10.458500993852404,37.0,collision
687,49589,1.2061634479745855,23.0,collision
688,49646,7.027593674752599,57.0,collision
689,49660,13.264888096656495,14.0,collision
690,121,49664,-1.0745490888754528,0.4940551494558652,139.07485898335776,0.2,-0.054000000000000006,-0.21000000000000002
690,49700,19.596410299514414,40.0,collision
691,49755,65.50698281686232,55.0,collision
692,49782,2.87323990997262,27.0,collision
693,122,49792,-1.1008253991603851,0.4890653006732464,139.1900723775228,0.2,-0.052000000000000005,1.3792878760569334
693,49798,4.64982956549783,16.0,collision
694,49820,13.32590107740317,22.0,collision
695,49856,47.88435901556968,36.0,collision
696,123,49920,-1.0676325385769208,0.4544308123489221,139.30529085795084,0.2,-0.08200000000000002,16.172718404707407
696,49962,16.625657295198923,106.0,collision
697,49993,11.41691882840026,31.0,collision
698,50017,-1.8669029123873533,24.0,collision
699,50043,36.91702201130999,26.0,collision
700,124,50048,-1.0810623193780582,0.48968297243118286,139.42049853006998,0.2,-0.05500000000000001,-0.265
700,50154,20.175535994520796,111.0,collision
701,125,50176,-1.0575335721174877,0.4937933472295602,139.53571192423502,0.2,-0.051000000000000004,13.318077635802695
701,50178,8.266077635802695,24.0,collision
702,50200,70.92516951074597,22.0,collision
703,50290,43.91970018794174,90.0,collision
704,126,50304,-1.0963221341371536,0.4781169556081295,139.65092023213705,0.2,-0.064,-0.8049999999999999
704,50377,1.5512785996631848,87.0,collision
705,50413,34.289882883071996,36.0,collision
706,127,50432,-1.0609980622927349,0.509523702164491,139.76613235473633,0.2,0.7095920090442344,25.806329968809436
706,50436,26.23133159832112,23.0,collision
707,50471,12.045074853327037,35.0,collision
708,50496,18.60267134902774,25.0,collision
709,50524,8.415436034229183,28.0,collision
710,128,50560,-1.0672587702671688,0.4967854631443818,139.8813444773356,0.2,-0.051000000000000004,29.377414247794253
710,50581,23.74190792692423,57.0,collision
711,50612,8.678321504063243,31.0,collision
712,50649,24.61624496077552,37.0,collision
713,129,50688,-1.0567661200960476,0.4770098899801572,139.99655469258627,0.2,-0.061,-0.35077382170197235
713,50751,26.342897538860864,102.0,collision
714,50791,6.120406742306848,40.0,collision
715,130,50816,-1.0826075052221615,0.4747166062394778,140.11176554361978,0.2,-0.052000000000000005,1.633461137130593
715,50833,6.2651620838994635,42.0,collision
716,50905,8.831771477754593,72.0,collision
717,50940,68.34052184252634,35.0,collision
718,131,50944,-1.1037991841634114,0.4719548436502616,140.22697385152182,0.2,-0.053000000000000005,0.04566801411417368
718,51032,33.16034687183707,92.0,collision
719,132,51072,-1.0651205231746037,0.45276496062676114,140.34218406677246,0.2,-0.063,-1.5186993770144182
719,51093,-4.728618826499892,61.0,collision
720,133,51200,-1.0784289638201396,0.4656590595841408,140.4573974609375,0.2,-5.0,76.46940806680644
720,51200,76.46940806680644,107.0,collision
721,51257,225.15719648122302,57.0,collision
722,51286,5.821954543053401,29.0,collision
723,134,51328,-1.2775096495946248,0.4715781284806629,140.57260386149088,0.2,-0.073,-0.4930446031620286
723,51336,1.733242755467387,50.0,collision
724,51449,6.635832387073846,113.0,collision
725,135,51456,-1.0781965951124828,0.499102874348561,140.68781661987305,0.2,-0.05700000000000001,-0.378
725,51466,3.1203038975267514,17.0,collision
726,51565,0.14490080569486885,99.0,collision
727,136,51584,-1.056882453461488,0.49753911296526593,140.8030268351237,0.2,-0.054000000000000006,-0.5449975518566185
727,137,51712,-1.1425411850214005,0.5302031027774016,140.91823959350586,0.2,0.03188207724240475,3.689730964508255
727,51725,-0.3247619972363527,160.0,collision
728,51791,-6.040922499180482,66.0,collision
729,51813,-3.7664482368300995,22.0,collision
730,51833,7.396182202309685,20.0,collision
731,138,51840,-1.062620868285497,0.5171247770388921,141.03344662984213,0.2,0.09967004183563527,0.280525644755549
731,51887,8.511876122939604,54.0,collision
732,139,51968,-1.0856662293275197,0.4761034622788429,141.14865938822427,0.2,0.721225958917885,17.09395964293418
732,51972,14.440463443046845,85.0,collision
733,52038,-0.7302824050289765,66.0,collision
734,140,52096,-1.08021113773187,0.48326950147747993,141.26386960347494,0.2,-0.06899999999999999,-1.334076726470874
734,52149,-0.5258230175303087,111.0,collision
735,52204,10.04323873841319,55.0,collision
736,141,52224,-1.0752593229214351,0.4631268170972665,141.37907854715982,0.2,0.06088199877733909,1.2850045939386106
736,52241,2.3761915844197086,37.0,collision
737,52274,37.536631317515614,33.0,collision
738,142,52352,-1.0693430428703625,0.46192312985658646,141.49429003397623,0.2,-0.053000000000000005,3.594361158805746
738,52358,-0.3500908276671897,84.0,collision
739,143,52480,-1.1152201394240062,0.5063392706215382,141.6095002492269,0.2,-0.05600000000000001,-4.897938893910548
739,144,52608,-1.1110015660524368,0.48423314467072487,141.72471300760904,0.2,0.1689923001414323,12.207369175784299
739,52617,8.806163711967578,259.0,collision
740,52670,5.949236986914443,53.0,collision
741,52719,16.915813085880405,49.0,collision
742,145,52736,-1.0834191367030144,0.5316288930674394,141.8399225870768,0.2,-0.051000000000000004,0.7856640486499468
742,52744,-1.127204766621309,25.0,collision
743,52797,20.422115897443767,53.0,collision
744,52836,40.73536001700471,39.0,collision
745,146,52864,-1.0634196549654007,0.49859123304486275,141.9551321665446,0.2,-0.051000000000000004,1.4826700556814574
745,52880,20.281257432822038,44.0,collision
746,52961,-2.39243640383606,81.0,collision
747,147,52992,-1.1118109822273254,0.4410140508164962,142.070343653361,0.2,-0.05500000000000001,-0.47775804120913024
747,53041,12.687051366664079,80.0,collision
748,53071,-1.311960541527427,30.0,collision
749,53104,13.378931253539413,33.0,collision
750,148,53120,-1.0972492719690006,0.48497772589325905,142.18555132548013,0.2,-0.051000000000000004,-0.3847580045700558
750,53182,13.664068094277251,78.0,collision
751,53213,47.65435485563186,31.0,collision
752,53230,3.39962493624183,17.0,collision
753,53246,42.52508299408788,16.0,collision
754,149,53248,-1.1366262833277385,0.4793945327401161,142.30075772603354,0.2,-0.052000000000000005,-0.10300000000000001
754,53300,25.419877753653783,54.0,collision
755,53360,-2.3919553295097042,60.0,collision
756,150,53376,-1.0990317364533742,0.4952256778875987,142.41596094767252,0.2,-0.05600000000000001,21.639300586406012
756,53384,18.431315671979544,24.0,collision
757,53455,-3.130644357539632,71.0,collision
758,53472,3.153735081446193,17.0,collision
759,53500,6.177076706719326,28.0,collision
760,151,53504,-1.074017971754074,0.5162996202707291,142.53116099039713,0.2,-0.054000000000000006,-0.21000000000000002
760,53597,3.8725393496295393,97.0,collision
761,53617,2.050525155969905,20.0,collision
762,152,53632,-1.1052954345941544,0.4761205166578293,142.646364847819,0.2,0.1051511495710842,18.795676397217704
762,53634,13.90082754678879,17.0,collision
763,53690,57.898593086218085,56.0,collision
764,53743,50.72744451823052,53.0,collision
765,153,53760,-1.1142363299926121,0.5013313616315523,142.76156679789224,0.2,1.6754252791896587,3.222093988122375
765,53769,7.044336175637854,26.0,collision
766,53784,0.6198649970789329,15.0,collision
767,53797,4.195660355454633,13.0,collision
768,53828,4.986140701106368,31.0,collision
769,53870,10.300378934789023,42.0,collision
770,53886,-0.1235596583642371,16.0,collision
771,154,53888,-1.1092929393053055,0.4836212818821271,142.87676938374838,0.2,-0.052000000000000005,-0.10300000000000001
771,53962,5.714117754032719,76.0,collision
772,155,54016,-1.0967189818620682,0.4879065081477165,142.99197069803873,0.2,2.1241197976444823,14.009417011118527
772,54026,25.224758485958592,64.0,collision
773,54068,59.5703805384143,42.0,collision
774,54132,9.802462579818762,64.0,collision
775,156,54144,-1.1213890314102173,0.4979939286907514,143.10717328389487,0.2,-0.052000000000000005,1.2804917774200277
775,54159,18.03288888918021,27.0,collision
776,54189,77.75971601123216,30.0,collision
777,54259,-1.754931586788048,70.0,collision
778,157,54272,-1.1707995633284252,0.5147367144624392,143.22237396240234,0.2,0.3210632731930476,1.0759785078115864
778,54363,0.13173262260262586,104.0,collision
779,54386,43.81399272011389,23.0,collision
780,158,54400,-1.1172143270572026,0.531032882630825,143.33757718404135,0.2,-0.051000000000000004,11.51106553333969
780,54470,10.825181539658441,84.0,collision
781,54498,2.0140064493808207,28.0,collision
782,159,54528,-1.0998595307270687,0.4708208777010441,143.45277722676596,0.2,-0.051000000000000004,12.867565224286249
782,54603,16.096586579322853,105.0,collision
783,160,54656,-1.1006662050882976,0.4667195491492748,143.56797981262207,0.2,-0.053000000000000005,0.24306980067972567
783,54671,15.946516929640868,68.0,collision
784,161,54784,-1.1282220830519993,0.47926084448893863,143.6831817626953,0.2,-5.0,-2.5515036177684474
784,54784,-2.5515036177684474,113.0,collision
785,54836,36.062783933112925,52.0,collision
786,162,54912,-1.1429261714220047,0.47349342331290245,143.7983830769857,0.2,-0.072,-0.5284097077902845
786,54935,45.06216985333095,99.0,collision
787,54966,26.877037715452875,31.0,collision
788,163,55040,-1.0936454683542252,0.48256098479032516,143.91358629862467,0.2,0.19469050748140235,4.219294988695698
788,55051,1.436732548317754,85.0,collision
789,55166,1.095040669198836,115.0,collision
790,164,55168,-1.1100272436936696,0.48909372836351395,144.0287882486979,0.2,-0.052000000000000005,-0.10300000000000001
790,55197,7.374333838263745,31.0,collision
791,55225,2.4415124185064903,28.0,collision
792,55242,10.935009280130394,17.0,collision
793,55270,11.318518608852454,28.0,collision
794,165,55296,-1.1188416182994843,0.489804457873106,144.14398956298828,0.2,-5.0,5.5474742155406105
794,55296,5.5474742155406105,26.0,collision
795,55387,8.910092826454171,91.0,collision
796,55421,13.219325989834498,34.0,collision
797,166,55424,-1.090069020787875,0.5008249940971533,144.25919087727866,0.2,-0.053000000000000005,-0.15600000000000003
797,55520,-1.2068291449349475,99.0,collision
798,55551,-3.200545240508272,31.0,collision
799,167,55552,-1.1102114543318748,0.46728743861118954,144.37439473470053,0.2,-0.051000000000000004,-0.051000000000000004
799,55583,41.21706765448021,32.0,collision
800,55598,4.608021149239228,15.0,collision
801,55636,18.83989460762678,38.0,collision
802,168,55680,-1.108849863211314,0.45146694779396057,144.48959414164224,0.2,-5.0,-7.604406245518089
802,55680,-7.604406245518089,44.0,collision
803,55725,10.743911462057351,45.0,collision
804,55746,6.843514838496748,21.0,collision
805,169,55808,-1.0993182932337124,0.46062138428290683,144.60479863484701,0.2,-0.067,0.9871655169090128
805,55895,35.51410215965525,149.0,collision
806,170,55936,-1.116340736548106,0.5195894228915373,144.71999994913736,0.2,-0.054000000000000006,5.8009883565846385
806,55964,12.414775887186348,69.0,collision
807,55998,3.36810131367384,34.0,collision
808,56031,4.108154953166615,33.0,collision
809,171,56064,-1.1163759802778561,0.49261119092504185,144.83519999186197,0.2,-0.06,-0.8918038131045196
809,56072,-0.48180989056353685,41.0,collision
810,56093,10.74687916458165,21.0,collision
811,56113,3.680048553800141,20.0,collision
812,56155,7.61716826834979,42.0,collision
813,172,56192,-1.14475413163503,0.5052720755338669,144.95040448506674,0.2,-0.052000000000000005,41.203528693824836
813,56197,39.22607980900454,42.0,collision
814,56273,-4.619998743137948,76.0,collision
815,173,56320,-1.1339258005221684,0.45561279853185016,145.0656057993571,0.2,-0.071,0.23907576958710997
815,56366,0.7706046929224266,93.0,collision
816,56389,28.365334304499193,23.0,collision
817,174,56448,-1.1430500199397404,0.5006774912277857,145.1808064778646,0.2,-0.05600000000000001,2.828836903226657
817,175,56576,-1.1760603934526443,0.4940490486721198,145.2960090637207,0.2,-0.11800000000000002,0.9805240361276851
817,56598,2.918005193661709,209.0,collision
818,56647,5.280346693586175,49.0,collision
819,176,56704,-1.1257294565439224,0.4927965464691321,145.4112116495768,0.2,-0.051000000000000004,37.57299660967573
819,56732,33.746058464751975,85.0,collision
820,56818,-4.084779237789228,86.0,collision
821,177,56832,-1.1287934680779774,0.517955823491017,145.52641105651855,0.2,0.12622056556587663,-0.6147794344341233
821,56921,10.457065130783171,103.0,collision
822,178,56960,-1.1001530612508457,0.4891420217851798,145.64161491394043,0.2,-0.052000000000000005,-0.6431578663113979
822,57048,-6.617742407086681,127.0,collision
823,57070,33.17037423694033,22.0,collision
824,179,57088,-1.1183753907680511,0.46856660457948845,145.7568162282308,0.2,0.7833969226613974,4.027368544654794
824,57117,11.384975272580721,47.0,collision
825,57142,4.816504596029789,25.0,collision
826,180,57216,-1.1187646687030792,0.4307073267797629,145.87201944986978,0.2,0.8273719619823622,-0.418576440764895
826,57221,-3.2938705166724533,79.0,collision
827,57258,17.288994004726785,37.0,collision
828,57327,36.0235615693521,69.0,collision
829,181,57344,-1.1383762905995052,0.49609697237610817,145.98722203572592,0.2,0.46032604040352054,0.0941572485147808
829,57376,31.622225220039248,49.0,collision
830,57426,-1.107657509905748,50.0,collision
831,57439,2.0239617568824277,13.0,collision
832,57453,23.83368884698063,14.0,collision
833,182,57472,-1.146377518773079,0.4610208546121915,146.1024227142334,0.2,1.0580469001997168,41.95161999546435
833,57474,38.00966689566407,21.0,collision
834,57507,57.62613918688935,33.0,collision
835,57561,39.85464771613755,54.0,collision
836,183,57600,-1.1502475539843242,0.48191837097207707,146.21762466430664,0.2,-0.052000000000000005,19.209098687971686
836,57637,15.978409305960266,76.0,collision
837,57681,2.47153659140063,44.0,collision
838,57697,-1.069657657941542,16.0,collision
